"total_records","missing_hazardtype","missing_structurecategory","missing_roofmaterial","missing_eaves","missing_ventscreen","missing_exteriorsiding","missing_windowpane","missing_deckgrade","missing_deckelevated","missing_patiocarport","missing_fenceattached"
132522,0,0,627,1111,1197,908,975,0,0,1,1
